Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Reported criminal offences;Penal Code, total;Unknown municipality;4601;3712;3507;4535;4092;4762;5692;7374;12284;15852;21935;22282;29453;34757
Reported criminal offences;Penal code, unspecified;Region Hovedstaden;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Copenhagen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Brøndby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Helsingør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Bornholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Region Sjælland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Roskilde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Guldborgsund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Holbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Kalundborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Lolland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Næstved;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Odsherred;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ringsted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Slagelse;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Sorø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Vordingborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Region Syddanmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Assens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Faaborg-Midtfyn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Kerteminde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Langeland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Middelfart;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Nordfyns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Nyborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Odense;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Svendborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ærø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Billund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Esbjerg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Fredericia;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Haderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Kolding;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Sønderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Tønder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Varde;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Vejen;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Vejle;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Aabenraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Region Midtjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Favrskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Hedensted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Horsens;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Norddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Odder;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Randers;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Silkeborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Skanderborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Syddjurs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Aarhus;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Herning;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Holstebro;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ikast-Brande;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Skive;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Struer;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Viborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Region Nordjylland;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Brønderslev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Frederikshavn;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Hjørring;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Jammerbugt;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Mariagerfjord;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Morsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Rebild;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Thisted;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Vesthimmerlands;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Aalborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Penal code, unspecified;Unknown municipality;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Sexual offenses, total;Region Hovedstaden;690;683;615;653;665;730;732;611;797;1823;3302;2684;1583;1628
Reported criminal offences;Sexual offenses, total;Copenhagen;210;224;172;166;206;209;202;245;342;432;736;1019;551;701
Reported criminal offences;Sexual offenses, total;Frederiksberg;23;14;18;16;24;14;16;19;35;71;84;142;57;69
Reported criminal offences;Sexual offenses, total;Dragør;1;2;5;4;5;6;1;0;5;17;7;8;7;4
Reported criminal offences;Sexual offenses, total;Tårnby;14;13;13;12;7;9;17;10;40;20;25;94;73;47
Reported criminal offences;Sexual offenses, total;Albertslund;15;36;27;16;18;16;14;14;13;12;183;36;30;23
Reported criminal offences;Sexual offenses, total;Ballerup;22;16;11;12;18;21;22;14;20;21;36;35;57;33
Reported criminal offences;Sexual offenses, total;Brøndby;20;20;15;19;28;24;15;9;8;542;297;28;32;42
Reported criminal offences;Sexual offenses, total;Gentofte;18;22;12;31;28;31;24;25;19;18;258;171;39;53
Reported criminal offences;Sexual offenses, total;Gladsaxe;37;22;29;22;17;22;16;19;17;36;78;37;37;35
Reported criminal offences;Sexual offenses, total;Glostrup;6;7;16;11;13;14;15;7;7;11;23;21;23;26
Reported criminal offences;Sexual offenses, total;Herlev;15;13;9;17;13;11;26;11;6;16;27;16;33;13
Reported criminal offences;Sexual offenses, total;Hvidovre;21;26;23;18;27;43;23;17;16;31;57;37;47;45
Reported criminal offences;Sexual offenses, total;Høje-Taastrup;28;15;27;25;15;14;27;22;37;36;51;44;33;46
Reported criminal offences;Sexual offenses, total;Ishøj;16;12;12;8;12;19;19;13;8;19;14;270;29;31
Reported criminal offences;Sexual offenses, total;Lyngby-Taarbæk;12;19;32;8;11;18;20;26;18;32;245;67;48;63
Reported criminal offences;Sexual offenses, total;Rødovre;26;15;11;14;13;18;8;8;23;23;34;34;18;20
Reported criminal offences;Sexual offenses, total;Vallensbæk;5;5;6;6;7;7;4;1;8;4;11;5;12;8
Reported criminal offences;Sexual offenses, total;Allerød;6;7;9;3;7;13;7;3;8;12;36;29;28;8
Reported criminal offences;Sexual offenses, total;Egedal;9;15;8;11;19;8;18;14;22;15;70;47;33;19
Reported criminal offences;Sexual offenses, total;Fredensborg;15;14;19;9;14;12;8;18;9;24;95;72;29;25
Reported criminal offences;Sexual offenses, total;Frederikssund;24;37;15;14;27;19;8;13;15;16;38;35;34;42
Reported criminal offences;Sexual offenses, total;Furesø;13;14;8;45;24;75;96;7;11;139;212;60;18;29
Reported criminal offences;Sexual offenses, total;Gribskov;25;16;13;12;12;11;12;18;15;19;97;49;72;47
Reported criminal offences;Sexual offenses, total;Halsnæs;15;11;12;33;17;10;9;1;5;25;49;37;32;20
Reported criminal offences;Sexual offenses, total;Helsingør;34;27;25;34;38;42;39;25;24;35;146;91;71;48
Reported criminal offences;Sexual offenses, total;Hillerød;21;10;17;41;12;22;22;16;22;27;96;77;39;53
Reported criminal offences;Sexual offenses, total;Hørsholm;8;5;10;4;0;4;11;3;6;5;27;31;16;14
Reported criminal offences;Sexual offenses, total;Rudersdal;20;18;26;17;15;7;13;15;9;132;232;68;32;24
Reported criminal offences;Sexual offenses, total;Bornholm;11;28;15;25;18;11;20;18;29;33;38;24;53;40
Reported criminal offences;Sexual offenses, total;Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Reported criminal offences;Sexual offenses, total;Region Sjælland;376;383;318;435;408;378;404;546;440;530;755;934;833;896
Reported criminal offences;Sexual offenses, total;Greve;15;27;22;35;46;21;29;23;31;23;26;53;25;59
Reported criminal offences;Sexual offenses, total;Køge;21;27;14;21;21;25;24;44;17;31;44;37;43;40
Reported criminal offences;Sexual offenses, total;Lejre;9;2;10;12;5;7;8;14;3;9;11;11;15;24
Reported criminal offences;Sexual offenses, total;Roskilde;28;35;33;31;53;53;29;50;39;48;150;100;137;71
Reported criminal offences;Sexual offenses, total;Solrød;4;8;4;3;12;12;7;5;8;6;8;25;15;16
Reported criminal offences;Sexual offenses, total;Faxe;5;21;12;6;8;13;12;31;20;19;28;55;23;39
Reported criminal offences;Sexual offenses, total;Guldborgsund;41;53;31;63;35;34;28;42;28;49;61;89;57;78
Reported criminal offences;Sexual offenses, total;Holbæk;34;34;29;37;35;55;42;102;38;39;54;85;47;63
Reported criminal offences;Sexual offenses, total;Kalundborg;28;21;26;36;23;14;19;30;18;32;60;33;61;38
Reported criminal offences;Sexual offenses, total;Lolland;16;30;24;50;27;24;45;30;42;36;34;72;57;53
Reported criminal offences;Sexual offenses, total;Næstved;52;27;27;38;33;22;51;41;38;65;54;98;76;107
Reported criminal offences;Sexual offenses, total;Odsherred;15;22;10;28;22;19;14;15;12;19;34;26;43;58
Reported criminal offences;Sexual offenses, total;Ringsted;8;6;14;7;19;14;14;15;24;14;24;24;33;27
Reported criminal offences;Sexual offenses, total;Slagelse;33;35;26;31;35;37;41;44;48;83;69;91;88;98
Reported criminal offences;Sexual offenses, total;Sorø;14;13;17;9;8;9;22;25;34;9;33;41;53;40
Reported criminal offences;Sexual offenses, total;Stevns;8;5;5;11;7;7;5;9;9;7;16;23;14;28
Reported criminal offences;Sexual offenses, total;Vordingborg;45;17;14;17;19;12;14;26;31;41;49;71;46;57
Reported criminal offences;Sexual offenses, total;Region Syddanmark;614;636;575;642;627;608;579;651;733;861;952;1275;1139;1099
Reported criminal offences;Sexual offenses, total;Assens;28;18;19;39;24;7;23;29;23;15;21;43;34;37
Reported criminal offences;Sexual offenses, total;Faaborg-Midtfyn;17;29;19;21;10;13;7;20;20;27;35;28;53;38
Reported criminal offences;Sexual offenses, total;Kerteminde;6;15;14;14;9;12;6;8;25;5;10;17;8;19
Reported criminal offences;Sexual offenses, total;Langeland;10;5;1;11;8;8;3;4;6;34;3;3;3;7
Reported criminal offences;Sexual offenses, total;Middelfart;8;17;10;19;24;12;6;8;16;9;22;79;26;25
Reported criminal offences;Sexual offenses, total;Nordfyns;8;18;7;15;8;13;12;15;10;10;10;22;8;19
Reported criminal offences;Sexual offenses, total;Nyborg;17;11;15;16;65;16;16;20;36;19;15;21;30;23
Reported criminal offences;Sexual offenses, total;Odense;106;90;117;133;115;114;125;125;99;178;149;172;171;189
Reported criminal offences;Sexual offenses, total;Svendborg;30;23;22;21;32;24;38;16;21;45;58;38;31;38
Reported criminal offences;Sexual offenses, total;Ærø;1;4;2;2;10;0;0;1;2;2;1;3;1;3
Reported criminal offences;Sexual offenses, total;Billund;6;8;12;14;10;17;7;5;15;20;21;23;24;25
Reported criminal offences;Sexual offenses, total;Esbjerg;71;98;66;66;42;88;64;99;124;97;140;210;210;121
Reported criminal offences;Sexual offenses, total;Fanø;1;0;2;0;2;1;1;5;4;15;6;17;3;1
Reported criminal offences;Sexual offenses, total;Fredericia;28;39;34;27;16;20;20;25;37;49;34;54;42;52
Reported criminal offences;Sexual offenses, total;Haderslev;28;27;24;16;46;35;22;19;29;34;46;63;55;52
Reported criminal offences;Sexual offenses, total;Kolding;56;47;42;45;39;40;32;53;45;57;56;98;89;67
Reported criminal offences;Sexual offenses, total;Sønderborg;30;28;27;29;27;34;27;36;23;49;59;74;67;72
Reported criminal offences;Sexual offenses, total;Tønder;28;15;18;25;20;14;22;15;29;40;41;42;38;44
Reported criminal offences;Sexual offenses, total;Varde;10;32;22;29;15;21;25;34;45;26;45;44;59;54
Reported criminal offences;Sexual offenses, total;Vejen;22;31;25;18;18;20;24;18;54;18;35;81;55;35
Reported criminal offences;Sexual offenses, total;Vejle;51;44;37;40;48;63;61;44;42;64;77;92;86;106
Reported criminal offences;Sexual offenses, total;Aabenraa;52;37;40;42;39;36;38;52;28;48;68;51;46;72
Reported criminal offences;Sexual offenses, total;Region Midtjylland;555;474;432;582;567;535;553;481;580;660;986;1260;1111;1266
Reported criminal offences;Sexual offenses, total;Favrskov;12;8;5;20;14;12;11;25;17;10;20;33;53;271
Reported criminal offences;Sexual offenses, total;Hedensted;12;7;13;13;12;12;20;15;3;40;32;45;15;26
Reported criminal offences;Sexual offenses, total;Horsens;42;37;27;30;42;24;21;28;27;30;74;120;92;56
Reported criminal offences;Sexual offenses, total;Norddjurs;33;18;23;13;13;16;23;11;7;14;19;36;29;23
Reported criminal offences;Sexual offenses, total;Odder;5;2;4;1;10;6;12;5;5;4;14;10;12;8
Reported criminal offences;Sexual offenses, total;Randers;38;42;33;162;58;34;52;63;204;39;66;100;78;148
