Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Sexual offence against a child under 15 (New from 2013);Gladsaxe;0;0;0;0;0;0;0;0;1;0;1;1;2;0
Charge;Sexual offence against a child under 15 (New from 2013);Glostrup;0;0;0;0;0;0;0;0;0;0;1;2;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Herlev;0;0;0;0;0;0;0;0;0;3;0;0;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Hvidovre;0;0;0;0;0;0;0;1;0;0;1;1;4;4
Charge;Sexual offence against a child under 15 (New from 2013);Høje-Taastrup;0;0;0;0;0;0;0;1;0;0;4;0;0;2
Charge;Sexual offence against a child under 15 (New from 2013);Ishøj;0;0;0;0;0;0;1;0;0;1;0;155;0;2
Charge;Sexual offence against a child under 15 (New from 2013);Lyngby-Taarbæk;0;0;0;0;0;0;1;3;2;0;1;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Rødovre;0;0;0;0;0;0;0;0;4;0;0;0;1;1
Charge;Sexual offence against a child under 15 (New from 2013);Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Allerød;0;0;0;0;0;0;1;0;1;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Sexual offence against a child under 15 (New from 2013);Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Sexual offence against a child under 15 (New from 2013);Frederikssund;0;0;0;0;0;0;1;0;2;0;1;4;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Furesø;0;0;0;0;0;0;0;0;1;0;2;2;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Gribskov;0;0;0;0;0;0;0;2;6;0;2;0;3;1
Charge;Sexual offence against a child under 15 (New from 2013);Halsnæs;0;0;0;0;0;0;0;0;1;2;1;1;3;0
Charge;Sexual offence against a child under 15 (New from 2013);Helsingør;0;0;0;0;0;0;0;1;0;0;3;0;3;3
Charge;Sexual offence against a child under 15 (New from 2013);Hillerød;0;0;0;0;0;0;0;0;2;0;2;0;1;1
Charge;Sexual offence against a child under 15 (New from 2013);Hørsholm;0;0;0;0;0;0;0;0;1;0;1;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Rudersdal;0;0;0;0;0;0;0;0;0;0;14;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Bornholm;0;0;0;0;0;0;1;6;3;2;1;1;3;3
Charge;Sexual offence against a child under 15 (New from 2013);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Region Sjælland;0;0;0;0;0;0;21;40;36;21;22;34;51;48
Charge;Sexual offence against a child under 15 (New from 2013);Greve;0;0;0;0;0;0;0;2;0;1;0;0;0;3
Charge;Sexual offence against a child under 15 (New from 2013);Køge;0;0;0;0;0;0;0;0;1;0;0;0;4;2
Charge;Sexual offence against a child under 15 (New from 2013);Lejre;0;0;0;0;0;0;0;2;0;0;0;0;1;1
Charge;Sexual offence against a child under 15 (New from 2013);Roskilde;0;0;0;0;0;0;1;5;4;0;0;2;7;2
Charge;Sexual offence against a child under 15 (New from 2013);Solrød;0;0;0;0;0;0;1;0;0;0;0;2;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Faxe;0;0;0;0;0;0;0;3;3;2;3;5;1;2
Charge;Sexual offence against a child under 15 (New from 2013);Guldborgsund;0;0;0;0;0;0;2;8;5;6;3;2;11;7
Charge;Sexual offence against a child under 15 (New from 2013);Holbæk;0;0;0;0;0;0;1;3;1;0;5;2;0;2
Charge;Sexual offence against a child under 15 (New from 2013);Kalundborg;0;0;0;0;0;0;2;3;1;5;1;6;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Lolland;0;0;0;0;0;0;0;2;3;2;1;4;2;4
Charge;Sexual offence against a child under 15 (New from 2013);Næstved;0;0;0;0;0;0;1;6;7;2;1;4;7;10
Charge;Sexual offence against a child under 15 (New from 2013);Odsherred;0;0;0;0;0;0;0;0;0;0;1;0;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Ringsted;0;0;0;0;0;0;2;2;3;0;0;1;4;0
Charge;Sexual offence against a child under 15 (New from 2013);Slagelse;0;0;0;0;0;0;3;1;2;3;4;1;3;4
Charge;Sexual offence against a child under 15 (New from 2013);Sorø;0;0;0;0;0;0;7;2;2;0;1;1;6;3
Charge;Sexual offence against a child under 15 (New from 2013);Stevns;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Vordingborg;0;0;0;0;0;0;1;1;4;0;2;4;3;8
Charge;Sexual offence against a child under 15 (New from 2013);Region Syddanmark;0;0;0;0;0;0;19;50;57;55;39;82;88;56
Charge;Sexual offence against a child under 15 (New from 2013);Assens;0;0;0;0;0;0;1;1;1;0;2;1;2;2
Charge;Sexual offence against a child under 15 (New from 2013);Faaborg-Midtfyn;0;0;0;0;0;0;0;0;1;3;3;3;2;5
Charge;Sexual offence against a child under 15 (New from 2013);Kerteminde;0;0;0;0;0;0;0;1;2;0;0;1;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Langeland;0;0;0;0;0;0;0;0;1;1;0;0;0;1
Charge;Sexual offence against a child under 15 (New from 2013);Middelfart;0;0;0;0;0;0;0;0;0;0;1;2;2;3
Charge;Sexual offence against a child under 15 (New from 2013);Nordfyns;0;0;0;0;0;0;0;3;1;0;0;4;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Nyborg;0;0;0;0;0;0;0;2;8;2;0;1;3;1
Charge;Sexual offence against a child under 15 (New from 2013);Odense;0;0;0;0;0;0;2;6;7;5;8;7;4;4
Charge;Sexual offence against a child under 15 (New from 2013);Svendborg;0;0;0;0;0;0;0;0;0;4;0;0;4;1
Charge;Sexual offence against a child under 15 (New from 2013);Ærø;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Billund;0;0;0;0;0;0;1;1;7;3;0;1;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Esbjerg;0;0;0;0;0;0;1;2;4;2;8;37;47;3
Charge;Sexual offence against a child under 15 (New from 2013);Fanø;0;0;0;0;0;0;0;0;1;1;0;1;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Fredericia;0;0;0;0;0;0;0;2;5;5;1;6;2;4
Charge;Sexual offence against a child under 15 (New from 2013);Haderslev;0;0;0;0;0;0;1;2;5;7;2;1;3;3
Charge;Sexual offence against a child under 15 (New from 2013);Kolding;0;0;0;0;0;0;1;4;1;4;2;4;5;4
Charge;Sexual offence against a child under 15 (New from 2013);Sønderborg;0;0;0;0;0;0;0;5;0;5;0;2;4;7
Charge;Sexual offence against a child under 15 (New from 2013);Tønder;0;0;0;0;0;0;0;2;1;6;0;2;2;4
Charge;Sexual offence against a child under 15 (New from 2013);Varde;0;0;0;0;0;0;0;3;1;2;3;0;1;5
Charge;Sexual offence against a child under 15 (New from 2013);Vejen;0;0;0;0;0;0;0;2;8;0;1;3;2;1
Charge;Sexual offence against a child under 15 (New from 2013);Vejle;0;0;0;0;0;0;10;0;1;0;5;2;2;1
Charge;Sexual offence against a child under 15 (New from 2013);Aabenraa;0;0;0;0;0;0;2;13;2;5;3;4;1;7
Charge;Sexual offence against a child under 15 (New from 2013);Region Midtjylland;0;0;0;0;0;0;14;54;26;24;23;29;52;36
Charge;Sexual offence against a child under 15 (New from 2013);Favrskov;0;0;0;0;0;0;3;6;1;2;0;3;5;1
Charge;Sexual offence against a child under 15 (New from 2013);Hedensted;0;0;0;0;0;0;1;1;1;0;3;1;1;1
Charge;Sexual offence against a child under 15 (New from 2013);Horsens;0;0;0;0;0;0;1;6;3;2;3;4;9;4
Charge;Sexual offence against a child under 15 (New from 2013);Norddjurs;0;0;0;0;0;0;1;0;1;0;2;0;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Odder;0;0;0;0;0;0;0;0;1;0;0;0;2;0
Charge;Sexual offence against a child under 15 (New from 2013);Randers;0;0;0;0;0;0;2;5;3;1;3;3;0;2
Charge;Sexual offence against a child under 15 (New from 2013);Samsø;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Silkeborg;0;0;0;0;0;0;0;2;1;2;1;0;1;2
Charge;Sexual offence against a child under 15 (New from 2013);Skanderborg;0;0;0;0;0;0;0;3;2;0;3;0;4;2
Charge;Sexual offence against a child under 15 (New from 2013);Syddjurs;0;0;0;0;0;0;0;0;1;1;0;0;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Aarhus;0;0;0;0;0;0;1;4;2;8;0;4;5;6
Charge;Sexual offence against a child under 15 (New from 2013);Herning;0;0;0;0;0;0;0;12;2;1;3;4;1;6
Charge;Sexual offence against a child under 15 (New from 2013);Holstebro;0;0;0;0;0;0;0;3;1;1;0;0;1;3
Charge;Sexual offence against a child under 15 (New from 2013);Ikast-Brande;0;0;0;0;0;0;2;0;0;1;1;2;3;0
Charge;Sexual offence against a child under 15 (New from 2013);Lemvig;0;0;0;0;0;0;0;0;1;1;1;2;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Ringkøbing-Skjern;0;0;0;0;0;0;2;0;3;1;1;1;1;2
Charge;Sexual offence against a child under 15 (New from 2013);Skive;0;0;0;0;0;0;0;3;1;0;0;1;3;1
Charge;Sexual offence against a child under 15 (New from 2013);Struer;0;0;0;0;0;0;0;0;1;1;2;1;11;3
Charge;Sexual offence against a child under 15 (New from 2013);Viborg;0;0;0;0;0;0;1;9;1;1;0;3;3;3
Charge;Sexual offence against a child under 15 (New from 2013);Region Nordjylland;0;0;0;0;0;0;5;21;24;21;23;25;28;33
Charge;Sexual offence against a child under 15 (New from 2013);Brønderslev;0;0;0;0;0;0;0;0;3;1;1;5;1;11
Charge;Sexual offence against a child under 15 (New from 2013);Frederikshavn;0;0;0;0;0;0;1;5;2;0;1;7;1;1
Charge;Sexual offence against a child under 15 (New from 2013);Hjørring;0;0;0;0;0;0;1;2;2;4;2;2;4;0
Charge;Sexual offence against a child under 15 (New from 2013);Jammerbugt;0;0;0;0;0;0;0;0;0;11;0;1;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Læsø;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Sexual offence against a child under 15 (New from 2013);Mariagerfjord;0;0;0;0;0;0;0;2;1;0;0;0;2;1
Charge;Sexual offence against a child under 15 (New from 2013);Morsø;0;0;0;0;0;0;2;2;7;1;0;2;1;2
Charge;Sexual offence against a child under 15 (New from 2013);Rebild;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Charge;Sexual offence against a child under 15 (New from 2013);Thisted;0;0;0;0;0;0;1;1;1;0;0;3;6;4
Charge;Sexual offence against a child under 15 (New from 2013);Vesthimmerlands;0;0;0;0;0;0;0;3;1;1;0;1;7;3
Charge;Sexual offence against a child under 15 (New from 2013);Aalborg;0;0;0;0;0;0;0;5;6;3;19;4;5;11
Charge;Sexual offence against a child under 15 (New from 2013);Unknown municipality;0;0;0;0;0;0;6;8;20;16;7;12;7;8
Charge;Any other kind of sexual offence (New from 2013);Region Hovedstaden;0;0;0;0;0;0;15;20;33;32;24;108;46;48
Charge;Any other kind of sexual offence (New from 2013);Copenhagen;0;0;0;0;0;0;6;9;17;6;10;28;18;22
Charge;Any other kind of sexual offence (New from 2013);Frederiksberg;0;0;0;0;0;0;1;0;0;0;1;1;5;3
Charge;Any other kind of sexual offence (New from 2013);Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Tårnby;0;0;0;0;0;0;0;1;0;0;0;0;0;2
Charge;Any other kind of sexual offence (New from 2013);Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Ballerup;0;0;0;0;0;0;1;3;1;1;2;1;2;1
Charge;Any other kind of sexual offence (New from 2013);Brøndby;0;0;0;0;0;0;1;0;0;1;3;2;0;1
Charge;Any other kind of sexual offence (New from 2013);Gentofte;0;0;0;0;0;0;0;1;1;0;1;3;0;2
Charge;Any other kind of sexual offence (New from 2013);Gladsaxe;0;0;0;0;0;0;0;0;2;1;0;1;3;0
Charge;Any other kind of sexual offence (New from 2013);Glostrup;0;0;0;0;0;0;2;0;0;0;0;0;2;1
Charge;Any other kind of sexual offence (New from 2013);Herlev;0;0;0;0;0;0;0;0;0;2;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Hvidovre;0;0;0;0;0;0;0;1;3;0;0;5;0;0
Charge;Any other kind of sexual offence (New from 2013);Høje-Taastrup;0;0;0;0;0;0;1;0;2;3;1;1;1;2
Charge;Any other kind of sexual offence (New from 2013);Ishøj;0;0;0;0;0;0;0;0;0;2;1;53;0;0
Charge;Any other kind of sexual offence (New from 2013);Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;2;1;1;1;1
Charge;Any other kind of sexual offence (New from 2013);Rødovre;0;0;0;0;0;0;0;0;2;7;1;1;1;2
Charge;Any other kind of sexual offence (New from 2013);Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Charge;Any other kind of sexual offence (New from 2013);Allerød;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Egedal;0;0;0;0;0;0;1;0;0;0;0;0;1;1
Charge;Any other kind of sexual offence (New from 2013);Fredensborg;0;0;0;0;0;0;0;0;0;0;0;4;0;2
Charge;Any other kind of sexual offence (New from 2013);Frederikssund;0;0;0;0;0;0;0;2;1;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Furesø;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Gribskov;0;0;0;0;0;0;1;0;2;1;1;2;4;0
Charge;Any other kind of sexual offence (New from 2013);Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Helsingør;0;0;0;0;0;0;1;1;1;1;1;0;3;3
Charge;Any other kind of sexual offence (New from 2013);Hillerød;0;0;0;0;0;0;0;0;0;0;0;1;0;2
Charge;Any other kind of sexual offence (New from 2013);Hørsholm;0;0;0;0;0;0;0;1;0;0;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Rudersdal;0;0;0;0;0;0;0;1;0;2;1;0;0;1
Charge;Any other kind of sexual offence (New from 2013);Bornholm;0;0;0;0;0;0;0;0;1;1;0;4;1;1
Charge;Any other kind of sexual offence (New from 2013);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Region Sjælland;0;0;0;0;0;0;3;15;9;17;26;24;27;21
Charge;Any other kind of sexual offence (New from 2013);Greve;0;0;0;0;0;0;0;1;0;2;0;0;0;1
Charge;Any other kind of sexual offence (New from 2013);Køge;0;0;0;0;0;0;0;1;0;0;1;1;2;0
Charge;Any other kind of sexual offence (New from 2013);Lejre;0;0;0;0;0;0;0;0;0;0;1;0;1;1
Charge;Any other kind of sexual offence (New from 2013);Roskilde;0;0;0;0;0;0;0;1;1;1;8;1;3;1
Charge;Any other kind of sexual offence (New from 2013);Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Faxe;0;0;0;0;0;0;0;2;0;0;2;2;0;1
Charge;Any other kind of sexual offence (New from 2013);Guldborgsund;0;0;0;0;0;0;0;0;1;2;0;6;3;4
Charge;Any other kind of sexual offence (New from 2013);Holbæk;0;0;0;0;0;0;0;2;1;1;1;3;2;0
Charge;Any other kind of sexual offence (New from 2013);Kalundborg;0;0;0;0;0;0;0;2;1;2;3;1;1;5
Charge;Any other kind of sexual offence (New from 2013);Lolland;0;0;0;0;0;0;0;1;0;3;2;1;5;1
Charge;Any other kind of sexual offence (New from 2013);Næstved;0;0;0;0;0;0;0;0;0;3;1;1;3;3
Charge;Any other kind of sexual offence (New from 2013);Odsherred;0;0;0;0;0;0;1;1;0;0;1;2;1;2
Charge;Any other kind of sexual offence (New from 2013);Ringsted;0;0;0;0;0;0;0;0;0;0;0;1;2;1
Charge;Any other kind of sexual offence (New from 2013);Slagelse;0;0;0;0;0;0;0;1;0;2;2;2;2;0
Charge;Any other kind of sexual offence (New from 2013);Sorø;0;0;0;0;0;0;2;0;0;0;0;1;0;1
Charge;Any other kind of sexual offence (New from 2013);Stevns;0;0;0;0;0;0;0;1;2;0;0;1;0;0
Charge;Any other kind of sexual offence (New from 2013);Vordingborg;0;0;0;0;0;0;0;2;3;1;4;1;2;0
Charge;Any other kind of sexual offence (New from 2013);Region Syddanmark;0;0;0;0;0;0;16;27;22;34;40;40;31;39
Charge;Any other kind of sexual offence (New from 2013);Assens;0;0;0;0;0;0;0;0;0;2;2;1;2;2
Charge;Any other kind of sexual offence (New from 2013);Faaborg-Midtfyn;0;0;0;0;0;0;0;0;2;1;2;2;4;0
Charge;Any other kind of sexual offence (New from 2013);Kerteminde;0;0;0;0;0;0;0;0;1;0;0;2;1;0
Charge;Any other kind of sexual offence (New from 2013);Langeland;0;0;0;0;0;0;0;0;0;5;0;1;0;1
Charge;Any other kind of sexual offence (New from 2013);Middelfart;0;0;0;0;0;0;1;2;0;0;0;3;1;2
Charge;Any other kind of sexual offence (New from 2013);Nordfyns;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Nyborg;0;0;0;0;0;0;1;0;2;3;2;0;0;4
Charge;Any other kind of sexual offence (New from 2013);Odense;0;0;0;0;0;0;4;7;7;6;9;7;5;9
Charge;Any other kind of sexual offence (New from 2013);Svendborg;0;0;0;0;0;0;2;3;1;2;2;8;3;2
Charge;Any other kind of sexual offence (New from 2013);Ærø;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Charge;Any other kind of sexual offence (New from 2013);Billund;0;0;0;0;0;0;0;0;0;1;1;1;1;1
Charge;Any other kind of sexual offence (New from 2013);Esbjerg;0;0;0;0;0;0;2;2;2;3;5;1;0;3
Charge;Any other kind of sexual offence (New from 2013);Fanø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Fredericia;0;0;0;0;0;0;0;0;0;2;0;2;1;2
Charge;Any other kind of sexual offence (New from 2013);Haderslev;0;0;0;0;0;0;0;3;0;0;1;1;1;2
Charge;Any other kind of sexual offence (New from 2013);Kolding;0;0;0;0;0;0;0;2;0;1;0;2;4;4
Charge;Any other kind of sexual offence (New from 2013);Sønderborg;0;0;0;0;0;0;0;1;1;1;5;2;2;1
Charge;Any other kind of sexual offence (New from 2013);Tønder;0;0;0;0;0;0;2;0;0;0;0;2;1;0
Charge;Any other kind of sexual offence (New from 2013);Varde;0;0;0;0;0;0;0;1;0;3;0;0;0;2
Charge;Any other kind of sexual offence (New from 2013);Vejen;0;0;0;0;0;0;1;2;1;0;4;2;1;0
Charge;Any other kind of sexual offence (New from 2013);Vejle;0;0;0;0;0;0;2;4;2;3;4;2;4;4
Charge;Any other kind of sexual offence (New from 2013);Aabenraa;0;0;0;0;0;0;1;0;2;1;3;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Region Midtjylland;0;0;0;0;0;0;9;15;8;21;35;32;37;39
Charge;Any other kind of sexual offence (New from 2013);Favrskov;0;0;0;0;0;0;0;1;0;0;0;5;2;0
Charge;Any other kind of sexual offence (New from 2013);Hedensted;0;0;0;0;0;0;0;2;0;0;2;1;2;1
Charge;Any other kind of sexual offence (New from 2013);Horsens;0;0;0;0;0;0;0;0;1;1;3;3;4;3
Charge;Any other kind of sexual offence (New from 2013);Norddjurs;0;0;0;0;0;0;1;0;1;0;1;0;1;3
Charge;Any other kind of sexual offence (New from 2013);Odder;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Randers;0;0;0;0;0;0;0;2;1;2;3;2;5;10
Charge;Any other kind of sexual offence (New from 2013);Samsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Silkeborg;0;0;0;0;0;0;0;2;0;1;8;4;1;4
Charge;Any other kind of sexual offence (New from 2013);Skanderborg;0;0;0;0;0;0;0;0;0;2;0;1;0;1
Charge;Any other kind of sexual offence (New from 2013);Syddjurs;0;0;0;0;0;0;0;1;0;0;0;2;1;0
Charge;Any other kind of sexual offence (New from 2013);Aarhus;0;0;0;0;0;0;1;1;3;5;7;7;11;5
Charge;Any other kind of sexual offence (New from 2013);Herning;0;0;0;0;0;0;3;4;0;1;2;2;0;5
Charge;Any other kind of sexual offence (New from 2013);Holstebro;0;0;0;0;0;0;1;1;0;0;4;1;0;1
Charge;Any other kind of sexual offence (New from 2013);Ikast-Brande;0;0;0;0;0;0;2;0;0;2;0;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Lemvig;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Ringkøbing-Skjern;0;0;0;0;0;0;0;0;0;0;1;0;0;5
Charge;Any other kind of sexual offence (New from 2013);Skive;0;0;0;0;0;0;1;0;0;1;0;2;2;0
Charge;Any other kind of sexual offence (New from 2013);Struer;0;0;0;0;0;0;0;0;0;3;0;1;1;0
Charge;Any other kind of sexual offence (New from 2013);Viborg;0;0;0;0;0;0;0;1;2;3;4;1;5;1
Charge;Any other kind of sexual offence (New from 2013);Region Nordjylland;0;0;0;0;0;0;7;5;9;13;10;12;27;18
Charge;Any other kind of sexual offence (New from 2013);Brønderslev;0;0;0;0;0;0;0;1;0;2;1;0;1;0
Charge;Any other kind of sexual offence (New from 2013);Frederikshavn;0;0;0;0;0;0;1;0;1;0;1;2;3;1
Charge;Any other kind of sexual offence (New from 2013);Hjørring;0;0;0;0;0;0;0;2;1;2;1;1;1;2
Charge;Any other kind of sexual offence (New from 2013);Jammerbugt;0;0;0;0;0;0;0;0;1;0;0;1;0;0
Charge;Any other kind of sexual offence (New from 2013);Læsø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Any other kind of sexual offence (New from 2013);Mariagerfjord;0;0;0;0;0;0;2;0;0;1;0;0;0;1
Charge;Any other kind of sexual offence (New from 2013);Morsø;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Charge;Any other kind of sexual offence (New from 2013);Rebild;0;0;0;0;0;0;0;0;0;1;0;0;1;2
Charge;Any other kind of sexual offence (New from 2013);Thisted;0;0;0;0;0;0;0;0;1;1;0;0;5;1
Charge;Any other kind of sexual offence (New from 2013);Vesthimmerlands;0;0;0;0;0;0;2;0;1;1;0;0;0;3
Charge;Any other kind of sexual offence (New from 2013);Aalborg;0;0;0;0;0;0;2;2;4;5;7;7;16;7
Charge;Any other kind of sexual offence (New from 2013);Unknown municipality;0;0;0;0;0;0;1;3;10;12;2;20;5;5
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Region Hovedstaden;4;2;0;2;0;1;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Copenhagen;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Dragør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Tårnby;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Ballerup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Brøndby;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Gladsaxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Glostrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Herlev;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Hvidovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Høje-Taastrup;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Ishøj;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Lyngby-Taarbæk;0;1;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Rødovre;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Allerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Egedal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Fredensborg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Frederikssund;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Furesø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Gribskov;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Halsnæs;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Helsingør;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Hillerød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Hørsholm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Rudersdal;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Bornholm;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Christiansø;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Region Sjælland;4;1;1;0;2;0;1;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Greve;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Køge;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Lejre;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Roskilde;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Solrød;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Homosexual offence against a child under 12 (Repealed in 2013);Faxe;0;0;0;0;0;0;0;0;0;0;0;0;0;0
