Reported / Charged;Offence;Region / City;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Charge;Region Hovedstaden;Nature of the offence, total;39448;39719;37437;39319;43874;44536;46308;50075;48899;50687;45995;48910;56677;58104
Charge;Region Hovedstaden;Penal Code, total;24807;24495;24143;26764;28934;26582;26279;27467;29406;29958;27418;27395;30151;33517
Charge;Region Hovedstaden;Penal code, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Sexual offenses, total;430;422;415;395;442;551;499;380;431;1131;1799;1929;826;950
Charge;Region Hovedstaden;Incest, etc.;14;6;17;8;15;15;9;4;12;15;8;5;8;6
Charge;Region Hovedstaden;Rape, etc.;97;108;84;82;66;76;77;74;84;137;158;142;165;204
Charge;Region Hovedstaden;Heterosexual offence against a child under 12 (Repealed in 2013);32;18;23;24;30;29;11;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Sexual offence against a child under 12 (New from 2013);0;0;0;0;0;0;16;27;41;199;119;86;25;41
Charge;Region Hovedstaden;Any other kind of heterosexual offence (Repealed in 2013);33;42;53;46;47;68;47;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Sexual offence against a child under 15 (New from 2013);0;0;0;0;0;0;10;19;33;153;94;181;35;41
Charge;Region Hovedstaden;Any other kind of sexual offence (New from 2013);0;0;0;0;0;0;15;20;33;32;24;108;46;48
Charge;Region Hovedstaden;Homosexual offence against a child under 12 (Repealed in 2013);4;2;0;2;0;1;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Any other kind of homosexual offence (Repealed in 2013);3;0;1;1;2;6;1;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Offence against public decency by groping;78;75;78;74;87;90;84;60;79;79;143;125;140;187
Charge;Region Hovedstaden;Offence against public decency by indecent exposure;44;42;28;52;55;63;59;68;43;62;67;49;64;84
Charge;Region Hovedstaden;Any other kind of offence against public decency;61;63;65;49;69;149;130;62;74;114;658;617;246;230
Charge;Region Hovedstaden;Prostitution, etc.;64;66;66;57;71;54;40;46;32;340;528;616;97;109
Charge;Region Hovedstaden;Crimes of violence, total;4883;4218;3945;3901;3880;3669;3643;3948;3872;3940;4785;4847;5025;5335
Charge;Region Hovedstaden;Violence against public authority;1069;850;731;757;752;675;797;875;905;909;1244;1135;1169;1124
Charge;Region Hovedstaden;Unlawful assembly/disturbance of public order;199;9;34;4;55;8;22;46;59;95;155;108;203;109
Charge;Region Hovedstaden;Homicide;10;16;17;14;20;12;9;22;10;8;14;12;20;12
Charge;Region Hovedstaden;Attempted homicide;59;86;66;52;43;46;52;59;46;74;52;71;43;47
Charge;Region Hovedstaden;Coercive control;0;0;0;0;0;0;0;0;0;0;0;0;13;61
Charge;Region Hovedstaden;Common assault;2125;1959;1757;1714;1735;1581;1485;1629;1496;1458;1737;1849;1776;2074
Charge;Region Hovedstaden;Assault causing actual bodily harm;487;401;367;417;400;412;374;446;390;458;546;457;505;495
Charge;Region Hovedstaden;Particularly aggravated assault;2;6;2;8;4;4;6;4;3;4;5;5;2;2
Charge;Region Hovedstaden;Unprovoked assault;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Any other kind of intentional trespass to the person;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Intentional bodily harm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Causing death or bodily harm by negligence;4;13;9;13;7;6;6;11;7;10;11;12;16;3
Charge;Region Hovedstaden;Offences against life and limb;85;90;131;89;97;122;109;123;134;107;119;139;121;137
Charge;Region Hovedstaden;Offences against personal liberty;71;66;100;71;84;79;86;62;68;87;88;82;93;108
Charge;Region Hovedstaden;Threats;772;722;731;762;683;724;697;671;754;730;814;977;1064;1163
Charge;Region Hovedstaden;Offences against property, total;17326;17797;17798;20029;22119;19946;19495;20543;22837;22726;18586;18189;21874;24492
Charge;Region Hovedstaden;Forgery;799;567;505;857;1871;926;783;704;1086;1287;690;428;580;676
Charge;Region Hovedstaden;Cheque forgery;81;82;103;138;49;22;24;21;3;1;0;0;0;0
Charge;Region Hovedstaden;Arson;166;194;114;134;100;112;129;105;106;102;83;94;92;95
Charge;Region Hovedstaden;Burglary - business and community;526;574;663;720;623;526;447;518;498;394;323;293;311;326
Charge;Region Hovedstaden;Residential burglaries;594;737;770;1066;1064;875;900;797;641;698;447;502;380;244
Charge;Region Hovedstaden;Burglary (uninhabited buildings);93;108;136;191;117;117;130;192;62;133;96;60;88;101
Charge;Region Hovedstaden;Theft from conveyances;425;404;375;439;342;326;230;159;150;195;211;152;210;201
Charge;Region Hovedstaden;Shoplifting, etc.;5955;6859;7204;7628;7346;7455;7278;7696;6071;6679;6591;7240;6255;6689
Charge;Region Hovedstaden;Other kinds of theft;2725;2683;2646;3022;3414;3572;3492;3188;2182;2158;2134;1757;1804;1744
Charge;Region Hovedstaden;Theft of/taking vehicle without the owners consent (TWOC);654;714;677;732;552;564;505;533;533;555;557;473;446;442
Charge;Region Hovedstaden;Theft of/taking moped without the owners consent (TWOC);134;117;103;58;70;38;38;23;27;20;12;10;16;17
Charge;Region Hovedstaden;Theft of/taking bicycle without the owners consent (TWOC);138;129;169;187;213;260;159;188;129;220;102;113;191;258
Charge;Region Hovedstaden;Theft of/taking other objects without the owners consent (TWOC);147;204;172;151;170;173;139;157;124;118;107;118;101;98
Charge;Region Hovedstaden;Theft by finding;192;213;244;251;288;268;224;202;190;168;156;111;102;129
Charge;Region Hovedstaden;Embezzlement;109;91;64;227;75;86;71;610;917;828;93;328;787;1305
Charge;Region Hovedstaden;Fraud;1654;1412;1070;1815;3109;2125;1905;2677;7131;4835;3804;4041;4611;6964
Charge;Region Hovedstaden;Fraud by cheque;20;42;80;92;44;33;23;8;1;0;1;0;0;0
Charge;Region Hovedstaden;Fraud by abuse of position;33;18;22;13;119;28;104;52;240;743;96;136;837;202
Charge;Region Hovedstaden;Blackmail and usury;57;51;65;57;55;91;63;95;83;56;101;98;62;136
Charge;Region Hovedstaden;Fraud against creditors;22;17;15;27;21;27;16;14;13;75;8;1;10;5
Charge;Region Hovedstaden;Handling stolen goods;344;331;426;464;519;445;820;881;333;437;201;205;201;667
Charge;Region Hovedstaden;Robbery;463;491;661;469;539;503;527;381;349;300;310;295;266;304
Charge;Region Hovedstaden;Aggravated tax evasion etc.;160;106;36;60;56;55;69;83;58;166;53;40;433;424
Charge;Region Hovedstaden;Malicious damage to property;1756;1593;1419;1192;1335;1257;1119;1095;946;983;907;856;876;957
Charge;Region Hovedstaden;Receiving stolen goods by negligence;5;6;6;5;4;1;4;8;6;2;3;1;2;2
Charge;Region Hovedstaden;Offence against and infringement of property;74;54;53;34;24;61;296;156;958;1573;1500;837;3213;2506
Charge;Region Hovedstaden;Other offences, total;2168;2058;1985;2439;2493;2416;2642;2596;2266;2161;2248;2430;2426;2740
Charge;Region Hovedstaden;Offences against public authority, etc.;758;687;574;732;773;726;783;738;584;455;594;744;808;759
Charge;Region Hovedstaden;Offences by public servants;11;10;13;16;11;17;24;19;24;54;136;18;59;287
Charge;Region Hovedstaden;Perjury;27;18;16;18;25;33;12;14;28;12;9;17;6;11
Charge;Region Hovedstaden;Any other kind of false statement;427;426;402;429;441;443;446;444;421;359;348;352;272;357
Charge;Region Hovedstaden;Offences concerning money and evidence;130;159;107;151;216;339;341;380;322;220;197;233;254;251
Charge;Region Hovedstaden;Trafficking of drugs, etc.;298;253;257;318;280;313;421;425;431;409;346;536;449;461
Charge;Region Hovedstaden;Smuggling etc. of drugs;54;51;44;27;46;53;72;62;42;31;28;35;51;44
Charge;Region Hovedstaden;General public offences etc.;14;78;169;213;193;150;128;88;91;113;134;124;103;112
Charge;Region Hovedstaden;Illegal trade, etc.;34;16;16;24;27;22;43;22;68;185;121;49;23;20
Charge;Region Hovedstaden;Family relation offences;14;13;4;20;11;11;18;15;11;7;10;8;10;12
Charge;Region Hovedstaden;Involuntary manslaughter etc. in connection with traffic accident;35;50;38;44;34;50;40;52;33;51;52;36;51;66
Charge;Region Hovedstaden;Non-molestation order (Repealed in 2012);168;131;164;204;222;18;0;0;0;0;0;0;0;0
Charge;Region Hovedstaden;Invasion of privacy and defamation;198;166;181;243;214;241;314;337;211;265;273;278;340;360
Charge;Region Hovedstaden;Special acts, total;14641;15224;13294;12555;14940;17954;20029;22608;19493;20729;18577;21515;26526;24587
Charge;Region Hovedstaden;Euphoriants Act;8141;8743;7494;7088;7939;8547;10049;11127;9325;8743;8846;10705;11699;11218
Charge;Region Hovedstaden;The Offensive Weapons Act;2757;3024;2378;1707;1894;2282;2861;3163;2900;2791;2313;2844;3397;3295
Charge;Region Hovedstaden;Tax legislation and fiscal acts, etc.;38;35;35;55;143;416;423;476;318;285;240;410;451;774
Charge;Region Hovedstaden;Other special acts in criminal law;1336;1118;1197;1085;2457;3843;4241;4961;4554;5729;4818;4933;7880;6377
Charge;Region Hovedstaden;Health and social security legislation;224;258;255;299;310;295;283;302;203;154;126;158;158;686
Charge;Region Hovedstaden;Building and housing legislation;7;7;5;2;4;5;5;6;0;2;0;1;1;3
Charge;Region Hovedstaden;The environmental protection act;99;104;147;223;213;244;161;357;281;246;123;210;201;233
Charge;Region Hovedstaden;Legislation on animals, hunting, etc.;213;282;295;287;335;283;260;241;214;139;80;144;115;216
Charge;Region Hovedstaden;Legislation on employment, transport, etc.;829;848;820;1176;1082;1233;844;998;707;824;843;859;1334;1300
Charge;Region Hovedstaden;The Companies Act;22;20;10;11;30;78;50;25;19;106;6;11;46;74
Charge;Region Hovedstaden;Legislation on the national defence;154;90;91;146;83;180;344;518;495;1345;923;1048;932;233
Charge;Region Hovedstaden;Legislation applying to public utilities;19;23;54;20;25;67;26;10;2;2;7;1;6;14
Charge;Region Hovedstaden;Legislation on gambling, licencing, trade;774;657;498;445;414;471;470;413;458;320;230;128;192;109
Charge;Region Hovedstaden;Any other special legislation;28;15;15;11;11;10;12;11;17;43;22;63;114;55
Charge;Region Hovedstaden;Special legislation, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Nature of the offence, total;12328;12230;12726;14519;16882;17332;18163;19713;18523;22067;18609;23249;21542;23317
Charge;Region Sjælland;Penal Code, total;9034;8813;9069;10239;11052;10669;11044;10662;9397;13415;11466;11212;10583;13392
Charge;Region Sjælland;Penal code, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Sexual offenses, total;282;258;233;343;307;280;255;384;288;299;466;606;503;544
Charge;Region Sjælland;Incest, etc.;10;15;7;24;3;14;11;13;9;2;13;17;8;9
Charge;Region Sjælland;Rape, etc.;52;52;45;54;60;40;41;52;57;62;101;136;97;107
Charge;Region Sjælland;Heterosexual offence against a child under 12 (Repealed in 2013);25;31;24;39;21;27;6;0;0;0;0;0;0;0
Charge;Region Sjælland;Sexual offence against a child under 12 (New from 2013);0;0;0;0;0;0;7;24;20;13;17;39;37;43
Charge;Region Sjælland;Any other kind of heterosexual offence (Repealed in 2013);39;30;41;42;38;29;12;0;0;0;0;0;0;0
Charge;Region Sjælland;Sexual offence against a child under 15 (New from 2013);0;0;0;0;0;0;21;40;36;21;22;34;51;48
Charge;Region Sjælland;Any other kind of sexual offence (New from 2013);0;0;0;0;0;0;3;15;9;17;26;24;27;21
Charge;Region Sjælland;Homosexual offence against a child under 12 (Repealed in 2013);4;1;1;0;2;0;1;0;0;0;0;0;0;0
Charge;Region Sjælland;Any other kind of homosexual offence (Repealed in 2013);7;6;2;1;3;1;1;0;0;0;0;0;0;0
Charge;Region Sjælland;Offence against public decency by groping;31;37;35;68;56;55;45;47;39;73;71;97;84;91
Charge;Region Sjælland;Offence against public decency by indecent exposure;22;12;14;20;38;37;45;45;19;39;13;25;31;41
Charge;Region Sjælland;Any other kind of offence against public decency;51;32;36;68;60;51;42;114;69;51;127;98;110;121
Charge;Region Sjælland;Prostitution, etc.;41;42;28;27;26;26;20;34;30;21;76;136;58;63
Charge;Region Sjælland;Crimes of violence, total;2141;1950;1897;1910;1866;1839;1870;1889;1796;2126;2249;2472;2901;2910
Charge;Region Sjælland;Violence against public authority;369;271;283;281;283;293;307;332;341;449;500;574;687;641
Charge;Region Sjælland;Unlawful assembly/disturbance of public order;0;8;1;0;3;0;2;0;0;1;0;15;4;22
Charge;Region Sjælland;Homicide;6;10;7;14;7;4;4;7;8;3;4;5;10;7
Charge;Region Sjælland;Attempted homicide;30;17;20;15;27;16;19;16;15;15;13;27;19;16
Charge;Region Sjælland;Coercive control;0;0;0;0;0;0;0;0;0;0;0;0;13;44
Charge;Region Sjælland;Common assault;1052;902;877;890;846;803;828;843;808;921;956;1010;1127;1122
Charge;Region Sjælland;Assault causing actual bodily harm;165;196;204;218;204;209;206;194;156;178;201;179;242;214
Charge;Region Sjælland;Particularly aggravated assault;5;1;3;1;2;4;3;1;1;1;3;1;2;1
Charge;Region Sjælland;Unprovoked assault;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Any other kind of intentional trespass to the person;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Intentional bodily harm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Causing death or bodily harm by negligence;11;7;7;5;6;3;1;2;2;3;2;8;3;1
Charge;Region Sjælland;Offences against life and limb;50;61;57;66;48;59;44;43;40;56;61;70;59;44
Charge;Region Sjælland;Offences against personal liberty;31;30;23;26;33;46;38;46;38;37;47;41;54;69
Charge;Region Sjælland;Threats;422;447;415;394;407;402;418;405;387;462;462;542;681;729
Charge;Region Sjælland;Offences against property, total;5946;5921;6225;7047;7906;7680;8193;7647;6611;10217;8045;7425;6454;9182
Charge;Region Sjælland;Forgery;184;121;129;285;128;257;213;251;229;129;140;207;118;97
Charge;Region Sjælland;Cheque forgery;26;23;34;15;20;4;5;2;0;0;0;0;0;0
Charge;Region Sjælland;Arson;95;74;77;76;89;94;72;79;78;59;65;89;94;67
Charge;Region Sjælland;Burglary - business and community;271;300;313;311;357;250;213;260;191;144;178;133;110;156
Charge;Region Sjælland;Residential burglaries;340;446;423;557;739;626;474;412;219;292;173;154;183;157
Charge;Region Sjælland;Burglary (uninhabited buildings);92;86;103;116;142;151;87;73;81;63;57;48;50;57
Charge;Region Sjælland;Theft from conveyances;174;280;193;239;196;159;104;74;70;96;82;110;119;150
Charge;Region Sjælland;Shoplifting, etc.;1520;1387;1613;1706;1720;1752;1870;1958;1765;1561;1203;1191;1255;1394
Charge;Region Sjælland;Other kinds of theft;1122;1102;1052;1311;1815;1402;1462;1313;1106;1051;1184;1319;678;1404
Charge;Region Sjælland;Theft of/taking vehicle without the owners consent (TWOC);303;460;399;376;354;331;341;267;276;381;337;351;244;343
Charge;Region Sjælland;Theft of/taking moped without the owners consent (TWOC);109;61;57;39;38;28;23;25;9;20;12;13;12;13
Charge;Region Sjælland;Theft of/taking bicycle without the owners consent (TWOC);53;36;32;36;35;50;85;51;40;44;42;29;39;28
Charge;Region Sjælland;Theft of/taking other objects without the owners consent (TWOC);72;103;101;97;114;85;105;89;80;67;85;83;88;108
Charge;Region Sjælland;Theft by finding;76;57;83;84;132;112;104;92;57;77;73;70;54;50
Charge;Region Sjælland;Embezzlement;24;18;65;36;72;153;475;340;130;1082;10;6;135;65
Charge;Region Sjælland;Fraud;360;359;477;734;887;1022;1175;954;1340;2752;2293;1734;1203;2122
Charge;Region Sjælland;Fraud by cheque;7;18;17;40;21;2;12;3;2;0;0;0;0;0
Charge;Region Sjælland;Fraud by abuse of position;12;4;6;7;34;126;4;348;107;348;166;4;13;82
Charge;Region Sjælland;Blackmail and usury;24;35;43;27;53;34;47;42;63;52;50;140;64;70
Charge;Region Sjælland;Fraud against creditors;8;2;5;10;22;9;16;11;12;2;5;4;4;3
Charge;Region Sjælland;Handling stolen goods;149;111;162;188;212;213;246;287;108;478;87;111;70;110
Charge;Region Sjælland;Robbery;163;195;201;167;156;143;132;95;103;93;95;80;93;98
Charge;Region Sjælland;Aggravated tax evasion etc.;27;21;11;12;7;41;42;39;18;69;21;8;15;21
Charge;Region Sjælland;Malicious damage to property;717;590;566;522;544;589;474;492;479;494;515;757;604;754
Charge;Region Sjælland;Receiving stolen goods by negligence;4;4;1;6;0;4;8;5;0;3;2;0;2;1
Charge;Region Sjælland;Offence against and infringement of property;14;28;62;50;19;43;404;85;48;860;1170;784;1207;1832
Charge;Region Sjælland;Other offences, total;665;684;714;939;973;870;726;742;702;773;706;709;725;756
Charge;Region Sjælland;Offences against public authority, etc.;168;154;194;180;261;268;222;226;250;228;222;198;206;121
Charge;Region Sjælland;Offences by public servants;8;3;3;6;3;6;4;11;5;19;26;4;9;7
Charge;Region Sjælland;Perjury;11;4;12;7;12;11;8;14;6;4;4;5;5;6
Charge;Region Sjælland;Any other kind of false statement;149;136;117;184;225;207;142;141;109;106;122;170;88;129
Charge;Region Sjælland;Offences concerning money and evidence;30;26;30;39;59;97;58;44;46;80;27;40;55;48
Charge;Region Sjælland;Trafficking of drugs, etc.;68;84;78;95;108;87;80;96;113;91;66;74;93;113
Charge;Region Sjælland;Smuggling etc. of drugs;10;9;19;19;22;10;9;6;13;9;10;8;15;22
Charge;Region Sjælland;General public offences etc.;9;18;62;105;129;55;69;60;47;64;80;66;46;65
Charge;Region Sjælland;Illegal trade, etc.;1;0;3;4;2;4;2;9;5;4;2;2;2;2
Charge;Region Sjælland;Family relation offences;4;6;2;12;2;5;9;8;3;5;7;10;5;7
Charge;Region Sjælland;Involuntary manslaughter etc. in connection with traffic accident;54;49;57;45;36;30;26;25;22;37;42;39;40;25
Charge;Region Sjælland;Non-molestation order (Repealed in 2012);98;136;75;93;33;11;0;0;0;0;0;0;0;0
Charge;Region Sjælland;Invasion of privacy and defamation;55;59;62;150;81;79;97;102;83;126;98;93;161;211
Charge;Region Sjælland;Special acts, total;3294;3417;3657;4280;5830;6663;7119;9051;9126;8652;7143;12037;10959;9925
Charge;Region Sjælland;Euphoriants Act;1185;1398;1447;1559;2068;2212;2121;2935;1739;1937;2386;2469;2521;1869
Charge;Region Sjælland;The Offensive Weapons Act;798;824;957;881;991;960;886;787;730;906;1029;1892;2420;1633
Charge;Region Sjælland;Tax legislation and fiscal acts, etc.;15;23;12;8;18;188;360;305;216;179;110;220;246;382
Charge;Region Sjælland;Other special acts in criminal law;421;427;435;788;1377;1509;1820;3245;5087;3914;2473;5727;3711;4057
Charge;Region Sjælland;Health and social security legislation;53;67;65;66;100;77;81;69;42;57;47;59;111;198
Charge;Region Sjælland;Building and housing legislation;0;2;0;1;0;2;2;2;2;2;1;1;4;3
Charge;Region Sjælland;The environmental protection act;39;61;65;77;71;105;129;100;57;31;31;210;91;159
Charge;Region Sjælland;Legislation on animals, hunting, etc.;209;188;259;383;538;534;384;356;279;249;178;262;327;411
Charge;Region Sjælland;Legislation on employment, transport, etc.;279;230;175;255;353;671;815;745;554;580;399;599;935;1037
Charge;Region Sjælland;The Companies Act;2;1;2;2;17;17;14;5;3;23;1;6;4;16
Charge;Region Sjælland;Legislation on the national defence;74;40;68;59;41;95;201;214;172;596;374;439;451;101
Charge;Region Sjælland;Legislation applying to public utilities;8;2;20;6;9;7;10;10;4;3;2;3;2;5
Charge;Region Sjælland;Legislation on gambling, licencing, trade;207;146;151;193;242;276;288;278;241;170;110;141;133;49
Charge;Region Sjælland;Any other special legislation;4;8;1;2;5;10;8;0;0;5;2;9;3;5
Charge;Region Sjælland;Special legislation, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Nature of the offence, total;22796;21960;22869;24892;30520;28379;28658;29319;27264;25934;26223;29532;34447;35082
Charge;Region Syddanmark;Penal Code, total;16467;15268;16187;17622;19072;17164;17274;18084;15785;15261;16189;15830;17636;17190
Charge;Region Syddanmark;Penal code, unspecified;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Sexual offenses, total;465;468;408;479;410;445;431;524;565;527;610;826;738;713
Charge;Region Syddanmark;Incest, etc.;14;22;11;16;8;24;17;13;12;7;9;10;9;4
Charge;Region Syddanmark;Rape, etc.;96;68;80;67;84;77;66;62;80;108;128;140;175;182
Charge;Region Syddanmark;Heterosexual offence against a child under 12 (Repealed in 2013);63;48;33;54;43;42;23;0;0;0;0;0;0;0
Charge;Region Syddanmark;Sexual offence against a child under 12 (New from 2013);0;0;0;0;0;0;25;29;40;28;37;54;45;47
Charge;Region Syddanmark;Any other kind of heterosexual offence (Repealed in 2013);60;98;60;92;65;62;37;0;0;0;0;0;0;0
Charge;Region Syddanmark;Sexual offence against a child under 15 (New from 2013);0;0;0;0;0;0;19;50;57;55;39;82;88;56
Charge;Region Syddanmark;Any other kind of sexual offence (New from 2013);0;0;0;0;0;0;16;27;22;34;40;40;31;39
Charge;Region Syddanmark;Homosexual offence against a child under 12 (Repealed in 2013);4;2;0;2;0;1;2;0;0;0;0;0;0;0
Charge;Region Syddanmark;Any other kind of homosexual offence (Repealed in 2013);0;2;2;0;4;0;3;0;0;0;0;0;0;0
Charge;Region Syddanmark;Offence against public decency by groping;82;77;80;79;77;95;64;114;101;116;88;106;118;103
Charge;Region Syddanmark;Offence against public decency by indecent exposure;35;25;35;41;37;37;42;41;57;53;42;48;44;51
Charge;Region Syddanmark;Any other kind of offence against public decency;64;73;67;92;55;64;71;120;123;91;108;188;133;140
Charge;Region Syddanmark;Prostitution, etc.;47;53;40;36;37;43;46;68;73;35;119;158;95;91
Charge;Region Syddanmark;Crimes of violence, total;3636;3304;3434;3559;3565;3429;3127;3018;2894;3433;3664;3949;4227;4266
Charge;Region Syddanmark;Violence against public authority;609;577;561;578;604;663;692;640;691;885;1001;1086;1016;1304
Charge;Region Syddanmark;Unlawful assembly/disturbance of public order;2;0;2;1;2;5;3;3;3;2;0;18;10;9
Charge;Region Syddanmark;Homicide;10;10;11;6;11;8;8;8;4;10;8;5;6;9
Charge;Region Syddanmark;Attempted homicide;27;23;31;25;23;29;17;21;20;31;23;24;16;17
Charge;Region Syddanmark;Coercive control;0;0;0;0;0;0;0;0;0;0;0;0;11;36
Charge;Region Syddanmark;Common assault;1767;1619;1641;1710;1670;1557;1459;1350;1257;1423;1544;1644;1644;1491
Charge;Region Syddanmark;Assault causing actual bodily harm;312;305;305;324;318;325;226;253;240;268;208;281;262;286
Charge;Region Syddanmark;Particularly aggravated assault;7;3;3;1;4;1;0;2;2;1;3;0;0;1
Charge;Region Syddanmark;Unprovoked assault;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Any other kind of intentional trespass to the person;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Intentional bodily harm;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Causing death or bodily harm by negligence;8;6;13;3;3;11;3;3;2;3;6;4;7;4
Charge;Region Syddanmark;Offences against life and limb;64;57;75;73;63;74;70;50;48;76;81;110;74;90
Charge;Region Syddanmark;Offences against personal liberty;59;55;62;62;53;47;41;49;40;42;62;64;173;90
Charge;Region Syddanmark;Threats;771;649;730;776;814;709;608;639;587;692;728;713;1008;929
Charge;Region Syddanmark;Offences against property, total;11141;10427;11120;12166;13108;11943;12181;13117;10803;10020;10589;9510;11005;10509
Charge;Region Syddanmark;Forgery;262;200;248;208;268;227;398;289;182;237;191;189;201;302
Charge;Region Syddanmark;Cheque forgery;85;81;92;37;24;43;14;23;1;0;0;0;0;0
Charge;Region Syddanmark;Arson;126;95;83;83;98;92;137;94;77;94;76;87;99;66
Charge;Region Syddanmark;Burglary - business and community;386;510;652;711;598;544;429;419;394;343;324;391;355;305
Charge;Region Syddanmark;Residential burglaries;483;682;827;779;807;727;678;631;634;510;433;524;379;392
Charge;Region Syddanmark;Burglary (uninhabited buildings);149;105;161;220;191;192;150;155;257;139;151;144;111;190
Charge;Region Syddanmark;Theft from conveyances;520;427;375;448;385;237;269;262;237;168;141;193;123;217
Charge;Region Syddanmark;Shoplifting, etc.;2739;2742;3019;3034;3033;3053;2949;3075;2541;2422;2319;2331;2525;2548
Charge;Region Syddanmark;Other kinds of theft;1979;1899;1856;2339;2808;2323;2454;2283;1773;1315;1491;1232;1424;1342
Charge;Region Syddanmark;Theft of/taking vehicle without the owners consent (TWOC);665;625;642;621;599;483;438;427;399;430;432;436;470;506
Charge;Region Syddanmark;Theft of/taking moped without the owners consent (TWOC);243;169;132;118;86;76;58;69;37;37;33;30;27;37
Charge;Region Syddanmark;Theft of/taking bicycle without the owners consent (TWOC);113;87;105;119;145;125;140;202;168;156;147;151;128;132
Charge;Region Syddanmark;Theft of/taking other objects without the owners consent (TWOC);233;232;224;254;292;235;240;251;200;199;142;219;196;179
Charge;Region Syddanmark;Theft by finding;84;86;88;127;165;133;111;117;89;106;63;69;67;82
Charge;Region Syddanmark;Embezzlement;44;48;64;199;105;172;183;219;97;95;918;196;934;288
Charge;Region Syddanmark;Fraud;934;691;704;1124;1676;1422;1765;2289;1997;1873;1764;1832;2174;2187
Charge;Region Syddanmark;Fraud by cheque;74;44;71;44;29;25;10;2;0;0;0;0;0;0
Charge;Region Syddanmark;Fraud by abuse of position;28;12;8;20;21;22;117;97;210;210;173;8;14;41
Charge;Region Syddanmark;Blackmail and usury;48;44;41;48;59;31;41;54;20;27;48;84;74;66
Charge;Region Syddanmark;Fraud against creditors;10;16;16;32;17;19;14;13;14;10;6;2;9;9
Charge;Region Syddanmark;Handling stolen goods;319;315;375;437;567;589;569;866;340;726;239;189;396;333
Charge;Region Syddanmark;Robbery;265;265;323;271;226;202;245;131;152;157;157;153;137;158
Charge;Region Syddanmark;Aggravated tax evasion etc.;47;52;21;10;15;27;26;19;21;19;2;4;15;96
Charge;Region Syddanmark;Malicious damage to property;1261;958;942;835;829;871;684;702;778;658;837;847;859;908
Charge;Region Syddanmark;Receiving stolen goods by negligence;7;7;8;13;9;4;9;7;5;3;1;2;5;0
Charge;Region Syddanmark;Offence against and infringement of property;37;35;43;35;56;69;53;421;180;86;501;197;283;125
Charge;Region Syddanmark;Other offences, total;1225;1069;1225;1418;1989;1347;1535;1425;1523;1281;1326;1545;1666;1702
Charge;Region Syddanmark;Offences against public authority, etc.;400;333;411;457;580;466;477;532;548;559;562;672;650;657
Charge;Region Syddanmark;Offences by public servants;1;2;2;6;15;10;8;13;17;6;20;22;13;19
Charge;Region Syddanmark;Perjury;17;12;12;7;14;23;24;27;7;11;10;12;5;10
Charge;Region Syddanmark;Any other kind of false statement;208;190;193;185;234;237;213;256;196;202;173;163;204;218
Charge;Region Syddanmark;Offences concerning money and evidence;50;61;61;88;275;81;76;117;138;55;78;120;96;115
Charge;Region Syddanmark;Trafficking of drugs, etc.;187;152;143;245;329;167;187;188;188;126;128;155;201;201
Charge;Region Syddanmark;Smuggling etc. of drugs;23;23;15;19;32;31;27;42;20;52;24;22;35;33
Charge;Region Syddanmark;General public offences etc.;3;23;74;137;97;89;63;56;50;59;66;52;59;110
Charge;Region Syddanmark;Illegal trade, etc.;2;1;7;2;3;3;20;10;8;10;8;2;3;0
Charge;Region Syddanmark;Family relation offences;8;3;7;2;3;4;6;3;10;8;6;5;11;7
Charge;Region Syddanmark;Involuntary manslaughter etc. in connection with traffic accident;48;47;70;37;54;48;60;42;40;39;46;72;57;58
Charge;Region Syddanmark;Non-molestation order (Repealed in 2012);157;113;130;128;169;18;0;0;0;0;0;0;0;0
Charge;Region Syddanmark;Invasion of privacy and defamation;121;109;100;105;184;170;374;139;301;154;205;248;332;274
Charge;Region Syddanmark;Special acts, total;6329;6692;6682;7270;11448;11215;11384;11235;11479;10673;10034;13702;16811;17892
